what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533305792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533309781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533312169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533321842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533323148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533332471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533333427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533339403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341533371763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533376510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533381100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533386036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533388936
error,log,,,"Parser exception for /Volumes/Documents/steve/notify-multiplexer/android/NotifyMultiplexerAndroid/AndroidManifest.xml: The prefix ""andrid"" for attribute ""andrid:name"" associated with an element type ""uses-permission"" is not bound.",1341533389047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533397983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533427647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533440565
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1341533441303
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1341533441421
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1341533441590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533444482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533445561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533446756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533460965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533465966
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1341533477263
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1341533487301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341533508719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533512093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533512912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533546864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533548269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533551027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533551616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533551923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533552115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533552291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533552453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533552627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533552814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341533553279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533554937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341533568969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341533577914
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1341533584393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341533592868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341533596890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534172998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341534178075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341534179775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341534185776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341534192274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341534193171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534195611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534197599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534198908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534247312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341534275935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534283419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341534285649
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1341534333748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534335230
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341534336035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341534336325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534340722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534344196
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1341534355252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534356165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534356556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341534404010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341537456479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341537461905
